LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.33773087071240104, 3.3773087071240107, 0.10554089709762533, 0.2438095238095238, 4.866920152091255, 20.0,
1, 2.509900042127839, 10.039600168511356, 2.509900042127839, 1.9504761904761905, 6.696400745906455, 32.0,
2, 4.6547107496715086, 9.309421499343017, 4.6547107496715086, 3.900952380952381, 6.364726734163693, 32.0,
3, 4.612937284437249, 1.1532343211093123, 18.451749137748997, 1.9504761904761905, 8.928610354223434, 23.5408997036904,
4, 9.225874568874499, 2.3064686422186247, 18.451749137748997, 3.900952380952381, 9.615023474178404, 23.5408997036904,
5, 18.451749137748997, 4.612937284437249, 18.451749137748997, 7.801904761904762, 9.616434336023477, 23.5408997036904,
6, 30.597490516486722, 0.29880361832506563, 19.1234315728042, 12.116102791643558, 9.752380952380953, 22.087416593651007,
7, 19.124547682969535, 0.298821057546399, 30.599276292751256, 9.766332856461611, 9.73384030418251, 31.52278465792954,
8, 19.1234315728042, 0.29880361832506563, 30.597490516486722, 9.766332856461611, 9.752380952380953, 31.052354160497483,
9, 30.596597706515713, 0.478071839164308, 30.596597706515713, 17.35995496837853, 8.928610354223434, 30.822345022192174,
