LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.3413333333333333, 3.4133333333333336, 0.21333333333333335, 0.2438095238095238, 4.866920152091255, 16.0,
1, 2.370413238086626, 4.740826476173252, 2.370413238086626, 1.9504761904761905, 3.8346449782042655, 16.0,
2, 4.129097295509317, 4.129097295509317, 4.129097295509317, 3.900952380952381, 3.4246596817599873, 6.56957774714948,
3, 5.885321718827174, 0.7356652148533968, 11.770643437654348, 1.9504761904761905, 8.928610354223434, 13.585479608229258,
4, 11.770643437654348, 1.4713304297067935, 11.770643437654348, 3.900952380952381, 9.615023474178404, 13.585479608229258,
5, 11.770379184159127, 1.471297398019891, 11.770379184159127, 7.801904761904762, 9.616434336023477, 12.612836488729583,
6, 15.648830962093324, 0.10188040990946175, 13.040692468411104, 10.2907839468209, 9.752380952380953, 13.096760656261866,
7, 9.78061666119452, 0.07641106766558219, 15.648986657911232, 9.766332856461611, 9.73384030418251, 15.750037549941423,
8, 13.040692468411104, 0.10188040990946175, 15.648830962093324, 9.766332856461611, 9.752380952380953, 15.716052836673928,
9, 15.64863634667761, 0.12225497145841883, 15.64863634667761, 13.093533624279658, 8.928610354223434, 15.673776728126098,
